,entry,category,confidence
9235,sim sim 6000,miscellaneous,99.99%
9236,Backpack large,personal,94.20%
9237,Souvenir - Rs 1000,nonsense,100.00%
9238,plates,food,100.00%
9239,drinks,food,100.00%
9240,antivirus for pc,miscellaneous,99.99%
9241,house maintainance fee monthly 50$,housing,99.99%
9242,Furnishings ,housing,99.99%
9243,Insurance expenses ,saving,99.99%
9244,rubber shoes,personal,99.44%
9245,Credit Card,saving,100.00%
9246,Transportation to akammili 1600,transportation,100.00%
9247,Honey,food,100.00%
9248,Bread fruit and milk for the week ,food,99.99%
9249,Low-fat milk,food,100.00%
9250,Payment to get the TV fixed,utilities,100.00%
9251,Custard powder,food,100.00%
9252,Dasani bottled water 500ml,food,100.00%
9253,Dry fruits,food,100.00%
9254,gum,food,100.00%
9255,school payment,saving,100.00%
9256,Football kits,recreation,99.99%
9257,wine,food,99.99%
9258,ketchup,food,99.99%
9259,brushes - 15,personal,99.99%
9260,Children Bus fee 15$,miscellaneous,99.99%
9261,Transportation 300,transportation,99.99%
9262,School fees for my daughter,miscellaneous,99.99%
9263,kettle for 10,miscellaneous,68.12%
9264,My wife's car fuel 160,transportation,100.00%
9265,Buy a new anklet,personal,99.67%
9266,Mayonnaise,food,99.99%
9267,Cosmetics,personal,99.99%
9268,silver watch 50,personal,98.52%
9269,Gym membership 20,personal,74.14%
9270,Apple Music payment,utilities,99.97%
9271,steak from the butchery,food,99.99%
9272,flight booking,transportation,100.00%
9273,electricity expense,utilities,99.99%
9274,Spotify subscription,utilities,100.00%
9275,cell phone bill,utilities,99.95%
9276,Monthly water bill,utilities,99.99%
9277,Paid for printed copies of exam reviewer,miscellaneous,98.97%
9278,Clothes,personal,99.99%
9279,Daily expenses 10$,miscellaneous,96.73%
9280,Dog food 2800,food,98.59%
9281,Milk and bread for the week,food,99.71%
9282,Phone payment,utilities,100.00%
9283,ann summers attire - 15,personal,99.99%
9284,3d printer schematics - 7,nonsense,99.99%
9285,Wife's hair repair 2500,personal,99.99%
9286,Twitch subscription for Tenz,recreation,99.99%
9287,New towel,miscellaneous,99.97%
9288,Son's tuition fees,saving,99.99%
9289,chicken coop repair,miscellaneous,99.99%
9290,Water bills,utilities,99.99%
9291,Doctor's appointment for grandma ,medical,100.00%
9292,Repairs ,housing,99.99%
9293,Electric bill 250,utilities,99.99%
9294,Manicure & pedicure 20000,personal,99.99%
9295,plant seeds,recreation,53.52%
9296,Food,food,99.99%
9297,Gift for nephew's birthday,miscellaneous,99.99%
9298,bed,housing,79.28%
9299,tabacco,miscellaneous,75.08%
9300,medical expense,medical,100.00%
9301,Water bill 600,utilities,100.00%
9302,Side table,miscellaneous,83.86%
9303,Curling iron ,personal,75.82%
9304,Stockings,personal,95.74%
9305,Buy bigger fish tank ,miscellaneous,87.75%
9306,Electricity expenses ,utilities,100.00%
9307,Hot pepper sauce,food,99.99%
9308,New jackets,personal,98.63%
9309,Hospital bill,medical,100.00%
9310,fruits,food,100.00%
9311,Payment of Water bills,utilities,83.93%
9312,tomatoes,food,100.00%
9313,Lunch money for Isaac,saving,100.00%
9314,Entertainment ,recreation,100.00%
9315,Uber $21,transportation,99.99%
9316,supermarket shopping,food,100.00%
9317,New TV 200,miscellaneous,100.00%
9318,Wifi Bill,utilities,99.99%
9319,New underwear,personal,99.99%
9320,Eggs,food,100.00%
9321,Clothing,personal,99.99%
9322,Sim credit,utilities,99.99%
9323,Amazon order,nonsense,99.99%
9324,cricket bat for 30,personal,99.99%
9325,school fee for son,saving,99.99%
9326,medical deductible,medical,100.00%
9327,Gift for a party - Rs 2000,personal,99.99%
9328,Gas bill,utilities,100.00%
9329,Transportation,transportation,100.00%
9330,Buy a new shirt and belt,personal,100.00%
9331,elecricity bill,utilities,99.99%
9332,Car insurance 4500,transportation,100.00%
9333,Take out 200,recreation,100.00%
9334,Refilled my gas,transportation,100.00%
9335,shoe repair cost,personal,99.99%
9336,Toiletries for myself,personal,99.99%
9337,Daughter's birthday 25000,miscellaneous,99.99%
9338,Apples,food,99.99%
9339,socks,personal,99.99%
9340,Clothing expenses ,personal,100.00%
9341,Salon payment for wife,personal,99.31%
9342,Shaving powder,personal,100.00%
9343,set of make up for 20,personal,100.00%
9344,New shoes for running,personal,99.99%
9345,Payment for Loan,saving,100.00%
9346,internet,utilities,99.99%
9347,Graduation party,recreation,99.99%
9348,Beauty,personal,100.00%
9349,Mending of sneakers 300,personal,99.99%
9350,Carpet,housing,100.00%
9351,Tour of the city ,recreation,99.97%
9352,cab to town,transportation,99.99%
9353,Insurance ,saving,59.18%
9354,New wipers for car ,personal,99.99%
9355,Pay bill of taking photocopy,miscellaneous,99.99%
9356,Buy table cloth,miscellaneous,90.03%
9357,meal cost,food,100.00%
9358,pen,miscellaneous,99.99%
9359,Yoga class ,personal,99.99%
9360,Garbage bills,utilities,99.99%
9361,Car insurance 1000,transportation,100.00%
9362,petroleum jelly,personal,97.09%
9363,Credit card payment 2000,saving,99.99%
9364,Hangout with friends,recreation,100.00%
9365,baby stroller amazon,miscellaneous,97.03%
9366,Public transit,transportation,100.00%
9367,Juice,food,99.99%
9368,books for school installment 3050 tl,miscellaneous,97.03%
9369,Electricity Bill 15$,utilities,99.99%
9370,Spa day for wife,recreation,99.99%
9371,bottle of perfume for 50,personal,99.39%
9372,Bought Food,food,100.00%
9373,packet of pins for 2,miscellaneous,93.82%
9374,Buy a packet of pen,miscellaneous,99.99%
9375,Power bank 300,utilities,99.99%
9376,Phone Data ,utilities,100.00%
9377,Pads 180,personal,85.27%
9378,New make up #2500,personal,97.42%
9379,Groceries 300,food,99.99%
9380,bought gift for boyfriend,miscellaneous,99.99%
9381,lunch out,food,99.99%
9382,Binder,miscellaneous,99.66%
9383,dining table and chairs,miscellaneous,95.55%
9384,meat,food,99.99%
9385,Suitcase 50,personal,99.99%
9386,2 new pairs of jeans 5000,personal,99.99%
9387,Charity 5,recreation,99.99%
9388,Credit card payment,saving,99.99%
9389,Pet food Purchase,food,100.00%
9390,new hangers for wardrobe,miscellaneous,63.87%
9391,Phone charging cable,utilities,99.99%
9392,Some toothpaste,food,99.99%
9393,Wifi subscription 15,utilities,99.99%
9394,eggs,food,99.99%
9395,music subscription,utilities,99.79%
9396,Exercise books for my daughter ,miscellaneous,99.99%
9397,Paying the school fees for daughter,saving,99.99%
9398,bed and breakfast at hotel,recreation,100.00%
9399,sun glasses,personal,99.99%
9400,Groceries,food,100.00%
9401,canned goods,food,100.00%
9402,flowers for my grandmother,recreation,100.00%
9403,Tuition fees ,saving,60.85%
9404,House maintainance expense,housing,100.00%
9405,Buy oats ,food,99.99%
9406,Airtime Vodacom R55,utilities,79.34%
9407,Coffee,food,99.99%
9408,Toilet repair $20,housing,100.00%
9409,water,utilities,99.99%
9410,DTH recharge,utilities,99.99%
9411,Red Wine,food,100.00%
9412,Top up In game Currency,recreation,99.99%
9413,DSTV subscription ,utilities,100.00%
9414,Retirement,saving,99.99%
9415,water cost,utilities,99.99%
9416,light bulb - 7,housing,99.99%
9417,Buying duvet,personal,75.02%
9418,new laptop for 1000,nonsense,89.39%
9419,Pension contribution 100,saving,100.00%
9420,House maintainance ,housing,100.00%
9421,Shopping for house necessities ,food,99.99%
9422,Gasoline ,transportation,100.00%
9423,Groceries,food,100.00%
9424,Internet bundles,utilities,100.00%
9425,Donuts,food,100.00%
9426,Sandals ,personal,99.99%
9427,table cloth for 5,nonsense,65.25%
9428,Avocado,food,99.99%
9429,Garbage collecting service fee,utilities,100.00%
9430,Bread ,food,96.86%
9431,Evenign gown hire,recreation,98.43%
9432,Imodium,medical,99.99%
9433,Parking fees,transportation,99.99%
9434,cell phone bills,utilities,100.00%
9435,car paint,transportation,100.00%
9436,House rent 787,housing,100.00%
9437,Mouse pad ,utilities,89.11%
9438,snacks,food,99.99%
9439,Groceries purchased Imtiaz 12 sep rs 3764,food,99.99%
9440,Ken's table salt 500g,food,99.99%
9441,Groceries,food,100.00%
9442,Concert tickets 500,recreation,100.00%
9443,Monthly Personal life insurance cover payments ,medical,100.00%
9444,Water bill,utilities,99.74%
9445,pasta,food,99.99%
9446,Chatime delivery,food,99.99%
9447,Pet food,food,100.00%
9448,Roof repairs,housing,99.99%
9449,Mangoes ,food,99.94%
9450,Debit charges,saving,100.00%
9451,Body lotion,personal,99.99%
9452,Cable,utilities,99.99%
9453,Bobs for hair,personal,99.99%
9454,USB C cable,miscellaneous,99.80%
9455,Purchase a ticket for movie,recreation,100.00%
9456,toilet cleaner,miscellaneous,74.35%
9457,Sugar,food,99.99%
9458,coffee maker,miscellaneous,52.43%
9459,Student loan,saving,100.00%
9460,Groceries ,food,100.00%
9461,Tuition fee ksh500,saving,100.00%
9462,dog food for 15,food,100.00%
9463,House repair roof 200000,housing,98.20%
9464,Schoolfees,saving,100.00%
9465,pillow,miscellaneous,100.00%
9466,Dog food expense,food,99.80%
9467,Pants,personal,99.99%
9468,water bill,utilities,99.99%
9469,spare parts for car,transportation,100.00%
9470,Loan deductions ,saving,99.84%
9471,Vinegar,food,99.99%
9472,sunflower oil,food,100.00%
9473,concert tickets,recreation,100.00%
9474,Cheese,food,100.00%
9475,Kitchen cutlery,housing,64.85%
9476,purchase of new books,recreation,99.99%
9477,toothbrush,personal,96.36%
9478,newspaper for 2,recreation,99.99%
9479,bills and utilities,utilities,100.00%
9480,Send money to sister,personal,99.99%
9481,usfaretotown,transportation,99.99%
9482,Furniture buying ,housing,98.41%
9483,Bought Cake,food,100.00%
9484,Bike repair,transportation,99.99%
9485,Education,nonsense,76.38%
9486,toileteries,personal,62.66%
9487,Electricity bill,utilities,99.99%
9488,Cabbages,food,100.00%
9489,Repair of locks 4000,housing,99.99%
9490,Phone bill 25,utilities,100.00%
9491,Dinnerdate expenses,food,100.00%
9492,groceries and candies,food,100.00%
9493,Nail Polish at china mall  R25,personal,99.99%
9494,Bought school supplies,miscellaneous,99.99%
9495,Extension cord from Amazon,utilities,99.99%
9496,kiko milano eyeshadow singles - 4.99,personal,100.00%
9497,Car maintenance,transportation,100.00%
9498,Toothpaste ,medical,99.99%
9499,Plastic storage boxes ,miscellaneous,99.99%
9500,Fitness fee,personal,99.99%
9501,Soap piece 2000,food,99.99%
9502,Cream,food,99.99%
9503,skirt for daughter,personal,97.16%
9504,Lunch,food,99.99%
9505,Internet bill ksh2500,utilities,99.99%
9506,Car rentals fees,transportation,100.00%
9507,Work,saving,100.00%
9508,vintage forbes magazine - 10,personal,99.99%
9509,4 lb Pound Dog Food,food,99.99%
9510,lawn mower,miscellaneous,56.92%
9511,Coke ,nonsense,99.99%
9512,Bought shades for my brother,recreation,99.99%
9513,house bills,housing,100.00%
9514,Tarot cards,recreation,99.99%
9515,Cups,miscellaneous,98.68%
9516,Payment for Cooking class ,recreation,91.85%
9517,Dinner 2,food,100.00%
9518,Bought new handkerchiefs,personal,71.56%
9519,gym membership,personal,99.99%
9520,House rent 257,housing,99.99%
9521,A pair of scissors ,miscellaneous,99.99%
9522,tuition fees,miscellaneous,99.99%
9523,Park fees for fun day,recreation,100.00%
9524,Phone screen guard,utilities,99.99%
9525,Flight to Davao,transportation,100.00%
9526,Medicines ,medical,99.99%
9527,Dinner dress,personal,99.99%
9528,Canned beans,food,99.99%
9529,Buying a woofer,miscellaneous,98.60%
9530,Gasoline,transportation,100.00%
9531,hp notebook charger Amazon @10$,utilities,99.99%
9532,Coffee machine 70,miscellaneous,99.99%
9533,Icecream,food,100.00%
9534,Grilled saucages,food,99.99%
9535,Bank charges,saving,100.00%
9536,charity donations,recreation,75.50%
9537,Parking space rent ,transportation,99.99%
9538,Salary ,saving,99.70%
9539,Moet 70,food,99.99%
9540,Soap,miscellaneous,99.99%
9541,Haircut payment for the boys,personal,100.00%
9542,Laptop,miscellaneous,73.29%
9543,Monthly medical aid cover payments ,medical,100.00%
9544,A pair of New Balance Trainers 3000,personal,79.66%
9545,payment for health loan,medical,100.00%
9546,Cloths 100$,personal,90.85%
9547,cabinet,housing,99.06%
9548,Car Insurance ,transportation,99.99%
9549,Flowers for grandma,personal,99.99%
9550,Toolbox payment,housing,99.99%
9551,Phone upgrade,utilities,99.99%
9552,Savings 350,saving,100.00%
9553,Netflix subscription ,utilities,99.98%
9554,Car pool,transportation,99.99%
9555,Snacks,food,100.00%
9556,Dad's bond from jail 40000,miscellaneous,99.99%
9557,Clothes 100,personal,99.99%
9558,jar of chocolate powder for 15,food,99.99%
9559,tshirt for son,personal,99.99%
9560,katchup,food,99.99%
9561,Medical Bills,medical,99.99%
9562,Electricity Bill 20$,utilities,99.99%
9563,necklace for girlfriend,recreation,99.91%
9564,hair cuts,personal,99.99%
9565,"Eating out (restaurant ""Le Chinois')",food,99.99%
9566,Water bills,utilities,69.54%
9567,Baby stroller,miscellaneous,98.78%
9568,Coffee table 150,miscellaneous,99.99%
9569,hairspray for 10,personal,99.99%
9570,Wheel of time books,recreation,99.99%
9571,Spotify premium,utilities,99.99%
9572,Electricity Bill Payment 2500,utilities,99.99%
9573,2 Wooden Stools,miscellaneous,52.63%
9574,Washing machine 600,housing,59.11%
9575,Internet Bill 5$,utilities,100.00%
9576,Rainy day savings 500,saving,100.00%
9577,Oud incense 20,personal,99.99%
9578,Napkins,food,80.25%
9579,Home landscaping ,housing,97.52%
9580,Buy a new outfit for cousin's wedding,personal,99.99%
9581,Bond paper,saving,99.99%
9582,dog bed,miscellaneous,99.99%
9583,tax,saving,100.00%
9584,Meal for lunch,food,100.00%
9585,cooking gas ,miscellaneous,100.00%
9586,Air fryer 150,miscellaneous,99.99%
9587,Sesame oil,food,99.99%
9588,telephone bill for husband 98 tl,utilities,99.99%
9589,Cable bill,utilities,98.42%
9590,House Rent 100$,housing,99.99%
9591,Legal Fees,miscellaneous,91.46%
9592,Vacation savings,recreation,100.00%
9593,Netflix subscription ksh1500 ,utilities,99.99%
9594,Facial cream ,personal,99.37%
9595,black hold ups - 4.99,miscellaneous,99.99%
9596,new tv stand,utilities,99.49%
9597,Children toy 34,recreation,99.99%
9598,Wendy's Promo Meal Deal 199,food,99.99%
9599,Festive bread loaves 120,food,100.00%
9600,Lunch at office,food,99.99%
9601,Dress,personal,99.99%
9602,Catfish,food,99.99%
9603,serving plate,miscellaneous,99.99%
9604,transportation,transportation,100.00%
9605,Flight tickets ,transportation,100.00%
9606,play dough - 3/99,miscellaneous,94.32%
9607,househelp payment,miscellaneous,63.38%
9608,wifi bill,utilities,99.99%
9609,Son's monthly transport costs to school,transportation,100.00%
9610,Gift for mom,personal,100.00%
9611,a lucky charm for a bracelet - 3.50,personal,99.30%
9612,Pepsi,food,99.99%
9613,iPhone 14 pro 750,utilities,97.88%
9614,Office chair 40000,miscellaneous,84.87%
9615,Peripheral ,recreation,99.99%
9616,Hiking trip ,recreation,99.99%
9617,Credit card expenses ,saving,99.99%
9618,Power generator fuel 300,miscellaneous,100.00%
9619,Faucet fix,housing,100.00%
9620,Pans,miscellaneous,99.99%
9621,Self help book from Amazon 25,personal,99.99%
9622,Roban stores 6000,miscellaneous,43.93%
9623,Rice,food,100.00%
9624,Rent,housing,99.99%
9625,Shirt dyed 300,personal,99.99%
9626,Haircut 6€,personal,99.99%
9627,Grocery shopping at Carrefour,food,100.00%
9628,garden hose for 14,nonsense,99.99%
9629,Printer 300,miscellaneous,98.83%
9630,Miscellaneous ,miscellaneous,99.99%
9631,changed car headlights,transportation,100.00%
9632,toll fees,transportation,100.00%
9633,Desk for aparment,miscellaneous,69.69%
9634,Entertainment ,recreation,99.99%
9635,utensils rack,miscellaneous,66.36%
9636,Phone bill,utilities,100.00%
9637,Wifi connection 2500,utilities,99.99%
9638,taxi to work,transportation,100.00%
9639,water bill,utilities,99.99%
9640,pens and pencils - 4.99,miscellaneous,95.35%
9641,Fruits and vegetables 7000,food,100.00%
9642,snacks,food,99.99%
9643,Cloth shopping 100,personal,93.62%
9644,Vacation with my boyfriend 1000,recreation,99.99%
9645,Concert tickets,recreation,99.99%
9646,Carter's gymn membership fee,recreation,96.17%
9647,Laundry expenses,utilities,74.37%
9648,Dried fruit,food,99.93%
9649,pork belly,food,99.99%
9650,WPS Office subscription,miscellaneous,99.99%
9651,dog shampoo,miscellaneous,57.66%
9652,Aquclear mineral Water k78,food,99.99%
9653,Water bill,utilities,100.00%
9654,Sewer maintenance,housing,100.00%
9655,mortgage,housing,99.99%
9656,Gaming 20,nonsense,99.99%
9657,Power generator fuel 180,miscellaneous,99.99%
9658,Donation at hospice ,miscellaneous,87.59%
9659,toothpaste,personal,92.11%
9660,mirror,miscellaneous,99.99%
9661,sugar,food,99.99%
9662,Medical insurance 800,medical,100.00%
9663,Tuition fee,miscellaneous,82.10%
9664,public transportation,transportation,100.00%
9665,Prepaid Airtime,utilities,100.00%
9666,bow tie 8,personal,99.99%
9667,Vehicle service - Rs 3000,transportation,99.99%
9668,flask for 10,miscellaneous,78.21%
9669,USB hub,miscellaneous,99.97%
9670,monthly milk bill,food,88.35%
9671,hygiene kit,medical,89.15%
9672,Insurance expenses ,saving,99.99%
9673,clothing,personal,98.01%
9674,DVDRs,recreation,99.32%
9675,Tile repair,housing,99.99%
9676,Cereal,food,100.00%
9677,laptop,personal,74.07%
9678,Salaries,miscellaneous,100.00%
9679,Shop repainting 74,housing,99.99%
9680,fruit and vedge around the corner - 8.35,food,99.99%
9681,House repainting,housing,99.99%
9682,Cotton,miscellaneous,99.99%
9683,Drinks with friends 400,recreation,99.99%
9684,Car parking fee ksh2000 ,transportation,100.00%
9685,audible books - 6.99,personal,99.99%
9686,Transport fees,transportation,100.00%
9687,Microphone ,miscellaneous,77.59%
9688,mother's transportation to wedding,transportation,100.00%
9689,Soup plates,food,99.99%
